id	Length	Description
NRRL3_04085	5469	S1 RNA-binding domain-containing protein
NRRL3_04086	1035	hypothetical protein
NRRL3_04087	1530	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain-containing protein
NRRL3_04088	1071	urease accessory protein UreD-like protein
NRRL3_04089	3654	STAG domain-containing protein
NRRL3_04090	1647	importin subunit alpha
NRRL3_04091	1836	essential protein required for progression through mitosis
NRRL3_04092	1371	hypothetical protein
NRRL3_04093	789	translocon-associated protein subunit alpha-like protein
NRRL3_04094	861	aprataxin-like protein
NRRL3_04095	4047	DEAD/DEAH box helicase domain-containing protein
NRRL3_04096	1899	cyclin domain-containing protein
NRRL3_04097	258	hypothetical protein
NRRL3_04098	384	hypothetical protein
NRRL3_04100	2064	fungal-specific transcription factor
NRRL3_04101	1845	DNA-directed RNA polymerase III subunit Rpc4-like protein
NRRL3_04102	387	hypothetical protein
NRRL3_04103	705	hypothetical protein
NRRL3_04104	684	uracil phosphoribosyl transferase-like protein 
NRRL3_04105	2430	fungal-specific transcription factor
NRRL3_04106	339	hypothetical protein
NRRL3_04107	3705	Ras guanine-nucleotide exchange factor domain-containing protein
NRRL3_04108	1017	COP9 signalosome complex subunit 5
NRRL3_04109	2331	microtubule-associated protein MAP65/Ase1/PRC1 family protein
NRRL3_04110	1836	glutamate-tRNA ligase, mitochondrial
NRRL3_04111	1296	DnaJ domain-containing protein
NRRL3_04112	1959	L-arabonate dehydratase
NRRL3_04113	495	hypothetical protein
NRRL3_04114	549	thioesterase domain-containing protein
NRRL3_04115	1557	tRNA pseudouridine(32) synthase
NRRL3_04116	396	60S ribosomal protein eL32
NRRL3_04117	3279	ankyrin repeat domain-containing protein
NRRL3_04118	1029	oxidoreductase domain-containing protein
NRRL3_04119	774	GDP/GTP exchange factor Sec2, N-terminal domain-containing protein
NRRL3_04120	1467	tetracycline resistance TetA/multidrug resistance MdtG family protein
NRRL3_04121	1494	RNA recognition motif domain-containing protein
NRRL3_04122	882	NADH-cytochrome b5 reductase
NRRL3_04123	618	hypothetical protein
NRRL3_04124	8688	Fmp27 domain-containing protein
NRRL3_04125	534	hypothetical protein
NRRL3_04126	1338	SET domain-containing protein
NRRL3_04127	720	alpha-N-methyltransferase
NRRL3_04128	990	hypothetical protein
NRRL3_04129	819	aminoglycoside phosphotransferase domain-containing protein
NRRL3_04130	5523	transcription factor IIIC, B-block binding subunit-like protein
NRRL3_04131	918	ubiquitin-conjugating enzyme E2 domain-containing protein
NRRL3_04132	1527	palmitoyltransferase
NRRL3_04133	1542	peptidase S54, rhomboid-like protein
NRRL3_04134	444	small subunit of serine palmitoyltransferase-like protein
NRRL3_04135	1803	fungal-specific transcription factor
NRRL3_04136	414	guanyl-specific ribonuclease
NRRL3_04137	1161	COMT-type O-methyltransferase family protein
NRRL3_04138	2022	fungal-specific transcription factor
NRRL3_04139	2010	Yap-binding/ALF4/glomulin family protein
NRRL3_04140	1692	histidine phosphatase superfamily protein, clade 2 
NRRL3_04141	2013	polyprenyl synthetase-like protein
NRRL3_04142	3645	phospholipase D family protein
NRRL3_04143	1977	phenol hydroxylase, C-terminal dimerisation domain-containing protein
NRRL3_04144	2214	fungal-specific transcription factor
NRRL3_04145	483	cyanate hydratase
NRRL3_04146	1134	zinc finger domain-containing protein, C2H2-type
NRRL3_04147	252	hypothetical protein
NRRL3_04148	1062	homocysteine-binding domain-containing protein
NRRL3_04149	1665	proline-specific permease
NRRL3_04150	579	hypothetical protein
NRRL3_04151	1050	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_04152	3318	DNA polymerase delta catalytic subunit
NRRL3_04153	1431	pectin lyase Pel1C
NRRL3_04154	1065	zinc-regulated transporter
NRRL3_04155	942	hypothetical protein
NRRL3_04156	1506	fungal-specific transcription factor
NRRL3_04157	315	thioredoxin domain-containing protein
NRRL3_04158	1911	alkyl/aryl-sulfatase
NRRL3_04159	2130	ankyrin repeat domain-containing protein
NRRL3_04160	1062	oxoglutarate/iron-dependent dioxygenase domain-containing protein
NRRL3_04161	954	G protein-coupled receptor Gcr1/cyclic AMP receptor family protein
NRRL3_04162	6006	tetratricopeptide-like helical domain-containing protein
NRRL3_04163	1170	aminoglycoside phosphotransferase domain-containing protein
NRRL3_04164	516	hypothetical protein
NRRL3_04165	1503	fungal-specific transcription factor
NRRL3_04166	1014	SsuA/thaimine biosynthesis THI5 domain-containing protein
NRRL3_04167	1611	fungal-specific transcription factor
NRRL3_04168	1323	pyridine nucleotide-disulphide oxidoreductase family protein
NRRL3_04169	267	carbohydrate-binding module family 14 protein
NRRL3_04170	1245	glycerol-3-phosphate dehydrogenase [NAD(+)] 
NRRL3_04171	1008	DDE superfamily endonuclease domain-containing protein
NRRL3_04172	237	DNA binding HTH domain-containing protein, Psq-type 
NRRL3_04173	2400	oligopeptide transporter OPT superfamily protein
NRRL3_04174	1092	hypothetical protein
NRRL3_04175	462	hypothetical protein
NRRL3_04176	1095	taurine dioxygenase TauD/TfdA domain-containing protein
NRRL3_04177	1026	ribokinase-like protein
NRRL3_04178	1812	proton-dependent oligopeptide transporter family protein
NRRL3_04179	528	uncharacterized protein
NRRL3_04180	17193	non-ribosomal peptide synthetase
NRRL3_04181	1395	N amino acid transport system protein
NRRL3_04182	420	hypothetical protein
NRRL3_04183	1785	arylsulfatase-like protein
NRRL3_04184	1455	FAD-dependent oxidoreductase domain-containing protein
NRRL3_04185	1518	major facilitator superfamily protein
NRRL3_04186	1446	major facilitator superfamily protein
NRRL3_04187	408	hypothetical protein
NRRL3_04188	870	hypothetical protein
NRRL3_04189	1026	tyrosinase copper-binding domain-containing protein
NRRL3_04190	690	hypothetical protein
NRRL3_04191	798	aspergillopepsin, secreted glutamic protease involved in protein digestion
NRRL3_04192	327	transmembrane protein 14-like protein
NRRL3_04193	903	pyruvate/phosphoenolpyruvate kinase-like domain-containing protein
NRRL3_04194	2454	hydrolyase LeuD/HacB/DmdB family protein
NRRL3_04195	1995	fungal-specific transcription factor
NRRL3_04196	1008	beta-mannanase Man26A
NRRL3_04197	666	peptidase family A1 domain-containing protein
NRRL3_04198	738	cell wall synthesis Kre9/Knh1 family protein
NRRL3_04199	1722	alpha-amylase
NRRL3_04200	7188	glycoside hydrolase family 13/glycosyltransferase family 5 protein
NRRL3_04201	627	hypothetical protein
NRRL3_04202	1089	metallo-beta-lactamase domain-containing protein
NRRL3_04203	777	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04204	1521	fungal-specific transcription factor
NRRL3_04205	681	short-chain dehydrogenase/reductase family protein
NRRL3_04206	1113	alcohol dehydrogenase domain-containing protein
NRRL3_04207	987	polyketide synthase-like protein
NRRL3_04208	3114	nitric-oxide synthase domain-containing protein
NRRL3_04209	819	hypothetical protein
NRRL3_04209a1	372	hypothetical protein
NRRL3_04210	3726	nucleoside phosphorylase domain-containing protein
NRRL3_04211	840	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04212	1062	NAD-dependent epimerase/dehydratase domain-containing protein
NRRL3_04213	975	arylamine N-acetyltransferase-like protein
NRRL3_04214	1458	CocE/serine esterase family protein
NRRL3_04215	1029	short-chain dehydrogenase/reductase family protein
NRRL3_04216	309	hypothetical protein
NRRL3_04217	1149	FAD-binding domain-containing protein
NRRL3_04218	1560	hypothetical protein
NRRL3_04219	915	FAD/NAD(P)-binding domain-containing protein
NRRL3_04220	924	hypothetical protein
NRRL3_04221	5196	chitinase-like protein
NRRL3_04222	2082	carbohydrate-binding module family 50 protein
NRRL3_04223	1218	alpha-hydroxy acid dehydrogenase family protein, FMN-dependent
NRRL3_04224	885	hypothetical protein
NRRL3_04225	1671	flavin monooxygenase-like protein
NRRL3_04226	11358	hybrid polyketide synthase/non-ribosomal peptide synthetase
NRRL3_04227	483	EthD domain-containing protein
NRRL3_04228	1347	alpha/beta hydrolase
NRRL3_04229	1089	aldo-keto reductase
NRRL3_04230	1734	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_04231	1293	fungal-specific transcription factor
NRRL3_04232	1731	major facilitator superfamily protein, efflux pump
NRRL3_04233	516	EthD domain-containing protein
NRRL3_04234	1503	cytochrome P450
NRRL3_04235	1008	amidohydrolase-related domain-containing protein
NRRL3_04236	1428	amidase signature domain-containing protein
NRRL3_04237	1320	beta-lactamase-related protein
NRRL3_04238	618	GNAT domain-containing protein
NRRL3_04239	1647	major facilitator superfamily protein
NRRL3_04240	2436	hypothetical protein
NRRL3_04241	870	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
NRRL3_04242	783	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04243	1140	hypothetical protein
NRRL3_04244	1455	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_04245	2748	alpha-L-rhamnosidase-like protein
NRRL3_04246	1596	cytochrome P450-like protein
NRRL3_04247	1083	aminoglycoside phosphotransferase domain-containing protein
NRRL3_04248	1383	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04249	825	crotonase superfamily protein
NRRL3_04250	1443	major facilitator superfamily protein
NRRL3_04251	1542	amino acid/polyamine transporter I family protein
NRRL3_04252	795	aspergillopepsin-2
NRRL3_04253	600	hypothetical protein
NRRL3_04254	2307	glycoside hydrolase family 31 protein
NRRL3_04255	1572	major facilitator superfamily protein
NRRL3_04256	1617	purine-cytosine permease-like protein
NRRL3_04257	3027	hydantoinase/oxoprolinase family protein
NRRL3_04258	993	short-chain dehydrogenase/reductase family protein
NRRL3_04259	753	short-chain dehydrogenase/reductase family protein
NRRL3_04260	1257	lipase-like protein
NRRL3_04261	1872	GMC oxidoreductase
NRRL3_04262	2052	metallopeptidase, catalytic domain-containing protein
NRRL3_04263	759	NAD(P)-binding domain-containing protein
NRRL3_04264	828	N-acetylglucosaminyl-phosphatidylinositol deacetylase-related protein
NRRL3_04265	648	glutathione S-transferase
NRRL3_04266	1650	cytochrome P450-like protein
NRRL3_04267	915	NmrA-like domain-containing protein
NRRL3_04268	1275	FAD-binding domain-containing protein
NRRL3_04269	1098	hypothetical protein
NRRL3_04270	2046	six-bladed beta-propeller, TolB-like domain-containing protein
NRRL3_04271	1290	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04272	2004	fungal-specific transcription factor
NRRL3_04273	1029	taurine dioxygenase TauD/TfdA domain-containing protein
NRRL3_04274	846	hypothetical protein
NRRL3_04275	1911	fungal-specific transcription factor
NRRL3_04276	1056	pyridoxal phosphate-dependent decarboxylase family protein
NRRL3_04277	1107	intradiol ring-cleavage dioxygenase domain-containing protein
NRRL3_04278	873	short-chain dehydrogenase/reductase family protein
NRRL3_04279	2034	fungal-specific transcription factor
NRRL3_04280	1254	CoA-transferase family III protein
NRRL3_04281	1260	major facilitator superfamily protein
NRRL3_04282	1425	aromatic-ring-hydroxylating dioxygenase domain-containing protein
NRRL3_04283	1869	bifunctional lycopene cyclase/phytoene synthase
NRRL3_04284	1059	UbiA prenyltransferase family protein
NRRL3_04285	1518	aldehyde dehydrogenase
NRRL3_04286	921	N-acetylneuraminate lyase 2-like protein
NRRL3_04287	2259	fungal-specific transcription factor
NRRL3_04288	1041	NAD(P)-binding domain-containing protein
NRRL3_04289	1101	oxidase
NRRL3_04290	1002	2-oxoglutarate-Fe(II) type oxidoreductase
NRRL3_04291	2085	acyl-CoA oxidase-like protein
NRRL3_04292	1065	alcohol dehydrogenase domain-containing protein
NRRL3_04293	1269	NADPH dehydrogenase
NRRL3_04294	1518	fungal-specific transcription factor
NRRL3_04295	903	resistance to 7-aminocholesterol Rta-like protein
NRRL3_04296	1761	ankyrin repeat domain-containing protein
NRRL3_04297	855	uncharacterized protein
NRRL3_04298	894	metallo-beta-lactamase domain-containing protein
NRRL3_04299	900	rhodanese-like domain-containing protein
NRRL3_04300	1137	aspartic peptidase-like protein
NRRL3_04301	885	resistance to 7-aminocholesterol Rta-like protein
NRRL3_04302	1707	major facilitator superfamily protein
NRRL3_04303	1473	endo-rhamnogalacturonase
NRRL3_04304	1476	sulfatase N-terminal domain-containing protein
NRRL3_04305	3852	polyketide synthase
NRRL3_04306	816	oxidase UstYa-like protein
NRRL3_04307	681	glycoside hydrolase-like protein
NRRL3_04308	1071	protein kinase domain-containing protein
NRRL3_04309	1692	major facilitator superfamily protein
NRRL3_04310	717	glutathione S-transferase domain-containing protein
NRRL3_04311	1683	glycosyltransferase family 2 protein
NRRL3_04311a1	495	hypothetical protein
NRRL3_04312	1314	acyltransferase domain-containing protein
NRRL3_04313	1344	uncharacterized protein
NRRL3_04314	1767	phytoene desaturase 
NRRL3_04315	1212	glycoside hydrolase family 16 protein
NRRL3_04316	951	esterase PHB depolymerase family protein
NRRL3_04317	1056	alcohol dehydrogenase domain-containing protein
NRRL3_04318	1578	major facilitator superfamily protein, efflux pump
NRRL3_04319	1485	major facilitator superfamily protein
NRRL3_04320	876	oxidase UstYa-like protein
NRRL3_04321	486	hypothetical protein
NRRL3_04322	846	oxidase UstYa-like protein
NRRL3_04323	1533	major facilitator superfamily protein
NRRL3_04324	4326	ABC transporter
NRRL3_04325	1539	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_04326	2373	uncharacterized protein
NRRL3_04327	2418	fungal-specific transcription factor
NRRL3_04328	1095	sorbitol dehydrogenase SdhA
NRRL3_04329	1620	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_04330	279	antifungal protein
NRRL3_04331	1041	uncharacterized protein
NRRL3_04332	1245	FAD-binding domain-containing protein
NRRL3_04333	1113	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein
NRRL3_04334	2685	fungal-specific transcription factor
NRRL3_04335	897	extradiol aromatic ring-opening dioxygenase-like protein
NRRL3_04336	1455	aldehyde dehydrogenase domain-containing protein
NRRL3_04337	378	hypothetical protein
NRRL3_04338	564	RmlC-like cupin domain-containing protein
NRRL3_04339	1803	CocE/serine esterase family protein
NRRL3_04340	2088	acetoacetate decarboxylase-like protein
NRRL3_04341	357	dimeric alpha-beta barrel domain-containing protein
NRRL3_04342	1293	DNA damage-inducible protein
NRRL3_04343	513	transmembrane protein 97-like protein
NRRL3_04344	726	hypothetical protein
NRRL3_04345	1131	taurine dioxygenase
NRRL3_04346	4089	nucleoporin
NRRL3_04347	549	uncharacterized protein, mitochondrial
NRRL3_04348	717	chaperone, endoplasmic reticulum protein-folding, Rot1
NRRL3_04349	720	5-formyltetrahydrofolate cyclo-like protein
NRRL3_04350	288	small nuclear ribonucleoprotein E
NRRL3_04351	2916	karyopherin, essential nuclear receptor
NRRL3_04352	3081	fungal-specific transcription factor
NRRL3_04353	420	EF-hand domain-containing protein
NRRL3_04354	597	hypothetical protein
NRRL3_04355	1302	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_04356	2139	fungal-specific transcription factor
NRRL3_04357	1665	fungal-specific transcription factor
NRRL3_04358	1722	fungal-specific transcription factor
NRRL3_04359	1071	oxidoreductase domain-containing protein
NRRL3_04360	1512	fungal-specific transcription factor
NRRL3_04361	807	phytanoyl-CoA dioxygenase-like protein
NRRL3_04362	1119	glycosyltransferase family 34 protein
NRRL3_04363	927	hypothetical protein
NRRL3_04364	1740	mannosyl-oligosaccharide 1,2-alpha-mannosidase 
